,amt,gender,category,is_fraud
558350,1022.82,F,shopping_net,1
558360,119.54,F,food_dining,1
558477,935.2,F,shopping_net,1
558505,10.55,F,gas_transport,1
558539,6.95,F,misc_pos,1
558587,779.55,F,shopping_pos,1
558611,11.36,F,gas_transport,1
558832,7.52,F,misc_pos,1
559238,116.96,F,food_dining,1
559989,22.06,F,personal_care,1
560689,792.23,M,shopping_pos,1
561577,207.26,F,home,1
561631,742.37,M,shopping_net,1
561658,890.16,M,shopping_net,1
561676,899.63,M,shopping_net,1
561815,191.87,F,home,1
561845,294.77,M,grocery_pos,1
561853,10.47,F,travel,1
561951,329.94,F,grocery_pos,1
561972,8.78,F,gas_transport,1
562002,321.37,F,grocery_pos,1
562046,812.57,F,shopping_pos,1
562258,325.11,F,grocery_pos,1
563019,22.21,F,kids_pets,1
563640,266.28,F,home,1
563765,20.2,M,gas_transport,1
563855,320.88,M,grocery_pos,1
565587,1017.15,M,shopping_net,1
565599,1063.73,M,shopping_net,1
565742,524.86,M,entertainment,1
565772,885.64,M,shopping_pos,1
565899,377.99,F,grocery_pos,1
566020,274.34,M,grocery_pos,1
566043,323.61,M,grocery_pos,1
566051,329.01,M,grocery_pos,1
566460,8.15,M,gas_transport,1
567879,853.27,M,misc_net,1
567880,822.52,M,misc_net,1
567949,977.82,M,shopping_net,1
567971,18.06,F,kids_pets,1
568101,1094.26,M,shopping_net,1
568127,301.54,F,grocery_pos,1
568170,8.76,M,gas_transport,1
568265,276.94,M,grocery_pos,1
568284,336.02,M,grocery_pos,1
568334,284.62,M,grocery_pos,1
568397,302.07,F,grocery_pos,1
568412,16.34,M,gas_transport,1
568431,469.22,F,entertainment,1
568584,312.6,M,grocery_pos,1
568892,333.66,M,grocery_pos,1
568909,310.38,M,grocery_pos,1
569571,836.37,M,misc_net,1
570173,901.99,M,shopping_net,1
570360,444.32,M,entertainment,1
570395,1029.02,M,shopping_net,1
570426,893.19,M,misc_net,1
570433,939.58,M,shopping_pos,1
570459,930.99,M,shopping_pos,1
570482,740.07,F,misc_net,1
570487,15.87,F,personal_care,1
570511,774.06,M,shopping_pos,1
570531,949.61,M,shopping_net,1
570534,967.49,M,shopping_net,1
570538,17.4,F,kids_pets,1
570539,1148.19,M,shopping_net,1
570557,933.24,M,shopping_net,1
570605,272.99,M,grocery_pos,1
570638,13.78,M,gas_transport,1
570648,12.89,M,gas_transport,1
570651,12.84,F,gas_transport,1
570657,326.65,M,grocery_pos,1
570688,298.96,F,grocery_pos,1
570698,324.74,M,grocery_pos,1
570710,9.67,M,gas_transport,1
570773,6.7,M,gas_transport,1
570807,265.68,M,grocery_pos,1
570816,10.72,M,gas_transport,1
570866,311.63,M,grocery_pos,1
570877,7.41,M,gas_transport,1
570885,822.29,M,misc_net,1
570901,277.87,M,grocery_pos,1
570912,293.92,F,grocery_pos,1
570921,291.15,M,grocery_pos,1
570936,322.34,M,grocery_pos,1
571015,302.42,M,grocery_pos,1
572042,782.18,M,shopping_pos,1
572120,349.52,M,grocery_pos,1
572123,331.38,F,grocery_pos,1
572346,1018.47,F,shopping_net,1
572716,987.16,M,shopping_net,1
572783,731.55,M,misc_net,1
573029,354.81,F,grocery_pos,1
573385,854.92,F,misc_net,1
573487,786.09,F,misc_net,1
573606,958.66,M,shopping_net,1
573679,1077.27,M,shopping_net,1
573743,908.32,F,shopping_net,1
573768,18.01,M,kids_pets,1
573782,126.28,M,food_dining,1
573786,2.48,M,kids_pets,1
573821,991.88,F,shopping_pos,1
573838,1281.51,F,shopping_net,1
573841,946.78,M,shopping_net,1
573880,18.39,M,health_fitness,1
573923,8.61,M,misc_pos,1
574060,11.44,M,gas_transport,1
574084,20.01,F,gas_transport,1
574101,17.85,F,gas_transport,1
574121,18.07,F,gas_transport,1
574284,300.56,M,grocery_pos,1
574334,272.06,M,grocery_pos,1
574341,294.6,M,grocery_pos,1
574368,850.18,M,misc_net,1
574375,20.42,F,gas_transport,1
576330,436.78,M,entertainment,1
576876,286.23,M,grocery_pos,1
577634,24.45,F,health_fitness,1
577741,837.54,F,misc_net,1
577754,9.71,M,travel,1
577785,697.68,F,shopping_pos,1
577805,743.3,M,misc_net,1
577848,833.05,M,shopping_net,1
577853,1065.33,M,shopping_net,1
577870,849.0,F,shopping_pos,1
577875,927.42,F,shopping_pos,1
577888,658.17,M,misc_net,1
577977,914.9,M,shopping_net,1
578008,788.72,M,misc_net,1
578038,1002.17,M,shopping_net,1
578184,299.46,M,grocery_pos,1
578238,325.11,M,grocery_pos,1
580060,1055.61,M,shopping_pos,1
581109,846.07,M,misc_net,1
581328,845.63,F,shopping_pos,1
581376,10.59,F,gas_transport,1
581466,292.73,M,grocery_pos,1
582456,242.24,F,home,1
582606,20.35,F,kids_pets,1
582684,19.9,F,kids_pets,1
582819,537.37,F,entertainment,1
582969,9.25,M,gas_transport,1
584266,931.13,M,shopping_net,1
584285,821.14,M,shopping_net,1
584304,978.77,M,shopping_pos,1
584335,906.07,M,shopping_net,1
584372,17.49,F,personal_care,1
584392,9.29,M,misc_pos,1
584433,905.72,M,shopping_net,1
584468,8.02,M,gas_transport,1
584470,271.33,M,grocery_pos,1
584506,7.0,M,gas_transport,1
584678,7.21,M,grocery_net,1
585393,1149.92,M,shopping_net,1
586142,8.27,M,misc_pos,1
586271,1191.33,M,shopping_net,1
586448,825.33,M,misc_net,1
586515,299.03,M,grocery_pos,1
588032,1155.46,F,shopping_net,1
588085,1088.61,M,shopping_net,1
588100,277.54,F,grocery_pos,1
588178,9.66,F,gas_transport,1
588197,316.92,M,grocery_pos,1
588253,287.86,M,grocery_pos,1
588304,306.52,M,grocery_pos,1
588379,11.88,M,gas_transport,1
588497,309.71,F,grocery_pos,1
588598,9.18,M,gas_transport,1
590525,900.8,F,misc_net,1
590567,688.58,M,misc_net,1
590575,22.51,F,kids_pets,1
590581,901.18,M,shopping_net,1
590591,398.82,F,entertainment,1
590617,1114.22,M,shopping_net,1
590632,963.64,M,shopping_pos,1
590739,783.49,F,misc_net,1
590746,743.47,M,misc_net,1
590758,889.68,M,shopping_net,1
590771,752.3,M,misc_net,1
594256,290.77,M,grocery_pos,1
594317,324.66,M,grocery_pos,1
595566,1113.9,M,shopping_net,1
595775,936.42,M,shopping_net,1
596681,6.58,M,misc_pos,1
596731,750.82,M,misc_net,1
596812,970.36,M,shopping_net,1
596883,976.48,M,shopping_pos,1
596984,1090.93,F,shopping_net,1
597024,109.48,F,food_dining,1
597067,277.69,M,grocery_pos,1
597140,339.79,F,grocery_pos,1
597164,987.6,F,shopping_net,1
597220,110.0,F,food_dining,1
597364,7.19,F,misc_pos,1
597378,382.41,F,grocery_pos,1
597409,7.5,F,misc_pos,1
597655,965.55,F,shopping_net,1
597756,8.95,M,misc_pos,1
597925,754.99,F,misc_net,1
597934,915.14,M,shopping_net,1
598246,213.3,F,home,1
598276,259.65,M,grocery_pos,1
598284,315.42,M,grocery_pos,1
598288,875.77,F,shopping_pos,1
598289,223.56,F,home,1
598299,1021.63,F,shopping_net,1
598327,1020.35,M,shopping_net,1
598339,8.21,F,travel,1
598352,9.1,M,travel,1
598353,797.73,F,misc_net,1
598354,315.31,F,grocery_pos,1
598388,23.06,F,kids_pets,1
598392,48.42,M,misc_pos,1
598406,436.27,M,entertainment,1
598411,841.07,M,misc_net,1
598417,995.42,M,shopping_net,1
598424,742.26,M,misc_net,1
598453,909.8,F,shopping_net,1
598467,12.41,F,gas_transport,1
598474,793.81,F,misc_pos,1
598476,851.59,F,shopping_pos,1
598487,9.21,F,misc_pos,1
598500,13.49,M,grocery_net,1
598502,492.67,F,entertainment,1
598525,287.35,F,grocery_pos,1
598527,312.41,M,grocery_pos,1
598528,11.34,F,gas_transport,1
598566,10.34,M,gas_transport,1
598594,376.23,F,grocery_pos,1
598604,941.63,F,shopping_net,1
598607,11.34,F,gas_transport,1
598620,113.03,F,food_dining,1
598732,299.35,M,grocery_pos,1
598791,284.72,M,grocery_pos,1
599094,844.23,F,misc_net,1
599114,49.36,M,misc_pos,1
599255,20.1,M,kids_pets,1
599471,903.38,M,shopping_pos,1
599520,126.51,F,food_dining,1
599537,17.97,M,kids_pets,1
599813,930.86,M,shopping_net,1
599873,978.39,M,shopping_pos,1
599874,820.01,M,misc_net,1
599879,147.41,F,food_dining,1
599885,286.87,F,home,1
599916,248.04,F,home,1
599921,277.9,M,grocery_pos,1
599936,904.31,M,shopping_net,1
599941,19.38,F,health_fitness,1
599957,812.56,M,shopping_net,1
599960,120.48,M,food_dining,1
599983,291.69,M,grocery_pos,1
599990,23.42,F,kids_pets,1
599992,1012.94,M,shopping_net,1
599993,22.1,F,kids_pets,1
599999,953.49,F,shopping_pos,1
600008,856.13,F,misc_net,1
600036,986.88,M,shopping_net,1
600052,324.59,M,grocery_pos,1
600054,254.94,M,grocery_pos,1
600102,9.95,M,gas_transport,1
600121,352.37,M,grocery_pos,1
600147,327.84,F,grocery_pos,1
600151,306.9,M,grocery_pos,1
600153,353.45,M,grocery_pos,1
600154,471.28,F,entertainment,1
600177,346.3,M,grocery_pos,1
600266,1066.06,F,shopping_net,1
600316,897.25,F,misc_net,1
600524,293.44,M,grocery_pos,1
600804,909.75,M,misc_net,1
601022,9.44,F,travel,1
601676,683.03,M,misc_net,1
601748,287.93,M,grocery_pos,1
601769,804.42,M,misc_net,1
601810,859.99,M,misc_net,1
601821,406.48,M,entertainment,1
601826,18.22,M,kids_pets,1
601833,283.57,F,grocery_pos,1
601843,321.76,M,grocery_pos,1
601851,323.37,M,grocery_pos,1
601865,318.87,M,grocery_pos,1
602016,309.49,F,grocery_pos,1
602774,862.65,M,misc_net,1
602955,302.98,M,grocery_pos,1
603348,866.15,M,misc_net,1
603540,927.66,M,shopping_pos,1
603575,18.38,F,personal_care,1
603586,776.94,M,misc_net,1
603590,1002.29,M,shopping_pos,1
603607,19.82,F,kids_pets,1
603612,7.84,M,misc_pos,1
603668,933.01,F,shopping_net,1
603698,280.32,M,grocery_pos,1
603700,8.33,M,travel,1
603722,785.11,F,misc_net,1
603724,221.78,F,home,1
603725,283.29,F,grocery_pos,1
603730,333.66,M,grocery_pos,1
603755,321.67,M,grocery_pos,1
603844,328.16,F,grocery_pos,1
603877,9.84,M,gas_transport,1
603975,16.33,F,gas_transport,1
604036,330.03,F,grocery_pos,1
604039,314.7,M,grocery_pos,1
604044,275.61,M,grocery_pos,1
604845,738.74,F,misc_net,1
604897,874.52,F,misc_net,1
605280,954.72,F,shopping_net,1
605564,331.13,F,grocery_pos,1
605601,831.0,F,shopping_net,1
605753,1000.81,M,shopping_net,1
606195,335.72,M,grocery_pos,1
606205,311.52,M,grocery_pos,1
606216,49.55,F,misc_pos,1
606221,761.63,M,misc_net,1
606235,1063.77,M,shopping_net,1
606286,839.06,F,shopping_net,1
606302,1023.45,M,shopping_pos,1
606309,1058.49,F,shopping_net,1
606310,879.3,M,shopping_pos,1
606340,419.75,M,entertainment,1
606444,984.22,M,shopping_net,1
606452,953.76,M,shopping_pos,1
606722,309.72,M,grocery_pos,1
609369,1008.65,M,shopping_net,1
609564,809.64,M,misc_net,1
609640,1040.08,M,shopping_net,1
612529,1050.84,M,shopping_net,1
612593,731.55,M,shopping_pos,1
612666,240.53,M,home,1
614155,759.1,M,shopping_pos,1
614158,737.71,M,misc_net,1
614173,1107.13,M,shopping_net,1
614210,8.82,M,travel,1
614214,1159.35,M,shopping_net,1
614221,463.98,M,entertainment,1
615284,902.07,M,shopping_net,1
615945,1054.68,M,shopping_net,1
616035,8.67,F,misc_pos,1
616036,294.51,M,grocery_pos,1
616063,998.13,F,shopping_net,1
616064,10.94,M,gas_transport,1
616074,343.84,F,grocery_pos,1
616088,308.55,M,grocery_pos,1
616126,820.28,M,misc_net,1
616169,992.41,F,shopping_net,1
616192,297.31,M,grocery_pos,1
616233,134.72,F,food_dining,1
616474,123.68,F,food_dining,1
616483,469.03,F,entertainment,1
616854,903.41,M,shopping_net,1
617230,22.86,F,health_fitness,1
617774,264.65,F,home,1
617785,1022.76,M,shopping_net,1
617790,19.95,F,personal_care,1
617819,905.31,M,misc_net,1
617831,311.71,M,grocery_pos,1
617845,415.24,M,entertainment,1
617887,736.29,M,misc_net,1
617947,284.05,M,grocery_pos,1
617957,282.24,M,grocery_pos,1
617976,281.71,M,grocery_pos,1
618031,10.43,M,gas_transport,1
618045,792.4,M,misc_net,1
618066,342.03,F,grocery_pos,1
618627,717.37,F,shopping_pos,1
618873,815.4,M,misc_net,1
619515,769.73,M,misc_net,1
619554,253.33,F,home,1
619558,726.43,M,misc_net,1
619649,265.76,F,home,1
619651,19.15,F,kids_pets,1
619724,783.38,M,misc_net,1
619734,907.51,M,shopping_pos,1
619780,300.93,M,grocery_pos,1
619788,281.53,M,grocery_pos,1
619860,7.54,M,gas_transport,1
619881,310.23,M,grocery_pos,1
619994,277.92,M,grocery_pos,1
620051,283.76,M,grocery_pos,1
621366,979.57,M,shopping_net,1
621562,905.66,M,shopping_pos,1
622185,137.86,M,food_dining,1
622249,954.05,M,shopping_pos,1
622366,993.47,M,shopping_pos,1
622406,1026.61,M,shopping_pos,1
622471,7.79,M,gas_transport,1
622506,298.23,M,grocery_pos,1
622544,318.96,M,grocery_pos,1
622562,12.25,M,gas_transport,1
622721,10.59,M,gas_transport,1
622755,295.18,M,grocery_pos,1
622765,352.84,M,grocery_pos,1
623495,13.22,M,grocery_net,1
623776,899.23,M,misc_net,1
624114,48.03,M,misc_pos,1
624289,832.47,M,shopping_pos,1
624438,915.77,M,shopping_pos,1
625374,827.2,M,shopping_net,1
625382,2.61,M,kids_pets,1
625388,6.94,M,travel,1
625403,1032.1,M,shopping_net,1
625415,1191.57,M,shopping_net,1
625504,989.39,M,shopping_net,1
625540,1021.36,M,shopping_net,1
625631,668.94,M,misc_net,1
625633,2.77,M,travel,1
625657,844.57,M,shopping_net,1
625691,698.28,F,shopping_pos,1
625718,343.08,F,grocery_pos,1
625722,116.44,F,food_dining,1
625742,636.83,F,shopping_pos,1
625797,14.76,M,grocery_net,1
625849,298.93,M,grocery_pos,1
625905,112.75,F,food_dining,1
625951,321.05,M,grocery_pos,1
625986,744.32,F,shopping_pos,1
626020,909.7,F,shopping_net,1
626044,785.5,F,shopping_pos,1
626083,20.99,M,gas_transport,1
626342,353.88,F,grocery_pos,1
626399,305.63,M,grocery_pos,1
626487,949.27,F,shopping_pos,1
627489,973.37,M,shopping_pos,1
628124,880.7,M,shopping_pos,1
628557,18.16,F,personal_care,1
628588,266.38,F,home,1
628596,21.55,F,health_fitness,1
628599,51.7,M,personal_care,1
628610,18.74,M,health_fitness,1
628631,1051.53,M,shopping_net,1
628633,140.88,M,food_dining,1
628654,875.71,M,shopping_net,1
628656,884.08,M,shopping_net,1
628693,22.46,F,personal_care,1
628714,847.11,M,shopping_net,1
628718,777.55,M,misc_net,1
628734,980.38,M,shopping_net,1
628742,855.28,M,shopping_net,1
628743,19.1,F,health_fitness,1
628747,1214.39,M,shopping_net,1
628751,1053.56,M,shopping_net,1
628763,297.08,M,grocery_pos,1
628802,26.54,F,personal_care,1
628812,541.06,M,entertainment,1
628945,11.02,M,gas_transport,1
628956,743.26,F,misc_net,1
629023,760.76,F,shopping_pos,1
629029,482.3,F,entertainment,1
629192,10.73,F,gas_transport,1
629440,302.84,M,grocery_pos,1
629987,303.23,F,home,1
630133,232.88,F,home,1
630152,1113.37,M,shopping_net,1
630174,821.25,M,misc_net,1
630259,253.44,F,home,1
630321,6.83,F,misc_pos,1
630364,346.51,F,grocery_pos,1
630912,719.92,M,misc_net,1
631424,967.03,M,shopping_net,1
631821,711.32,M,misc_net,1
631831,779.28,M,shopping_pos,1
631886,1001.79,M,shopping_net,1
631912,1012.31,M,shopping_net,1
631916,248.95,F,home,1
633701,1089.38,M,shopping_net,1
633729,792.97,M,misc_net,1
633887,7.85,M,gas_transport,1
635379,909.14,M,misc_net,1
635487,773.55,F,shopping_pos,1
635574,1117.91,M,shopping_net,1
635674,852.79,M,shopping_pos,1
635681,941.18,F,shopping_net,1
635694,326.43,F,grocery_pos,1
635712,297.74,F,grocery_pos,1
635725,306.65,F,grocery_pos,1
635830,317.41,F,grocery_pos,1
635836,796.81,F,misc_net,1
635839,10.23,F,gas_transport,1
635871,317.62,F,grocery_pos,1
635934,720.66,F,shopping_pos,1
635971,282.07,M,grocery_pos,1
635977,323.46,M,grocery_pos,1
635988,369.31,F,grocery_pos,1
637685,1003.92,F,shopping_net,1
638102,1037.03,F,shopping_net,1
638104,992.14,M,shopping_net,1
638136,890.46,M,shopping_pos,1
638139,21.36,F,kids_pets,1
638150,206.38,F,home,1
638174,891.35,F,shopping_pos,1
638188,997.0,M,shopping_net,1
638192,906.3,F,shopping_pos,1
638249,461.13,M,entertainment,1
638274,6.78,F,misc_pos,1
638289,1080.2,F,shopping_net,1
638319,1118.61,F,shopping_net,1
638396,274.22,F,grocery_pos,1
638426,367.28,F,grocery_pos,1
638531,336.73,F,grocery_pos,1
638557,957.79,F,shopping_net,1
638570,8.94,F,gas_transport,1
638573,7.94,F,gas_transport,1
638719,366.79,F,grocery_pos,1
639161,856.01,F,misc_pos,1
640469,790.29,F,misc_net,1
641218,10.23,F,travel,1
641251,870.8,F,shopping_pos,1
641266,1017.68,F,shopping_pos,1
641277,880.88,F,shopping_net,1
641288,767.01,F,misc_net,1
641313,290.9,F,grocery_pos,1
641324,886.45,F,shopping_net,1
641360,1016.21,F,shopping_net,1
641361,1011.75,F,shopping_pos,1
641393,696.84,F,misc_net,1
641458,7.59,F,misc_pos,1
641497,1002.36,F,shopping_net,1
641502,1047.43,F,shopping_net,1
644357,1005.42,F,shopping_net,1
644370,923.5,F,shopping_pos,1
644472,134.62,F,food_dining,1
644492,935.71,F,shopping_net,1
644699,10.54,F,grocery_net,1
644731,315.86,F,grocery_pos,1
645664,1036.09,F,shopping_net,1
645922,1004.44,F,misc_net,1
645929,303.85,M,grocery_pos,1
645937,21.36,M,personal_care,1
645940,849.91,M,shopping_net,1
646000,898.72,F,shopping_net,1
646008,990.48,M,shopping_net,1
646026,961.46,F,shopping_net,1
646027,326.18,F,grocery_pos,1
646042,441.28,F,entertainment,1
646047,783.16,F,shopping_pos,1
646049,313.68,M,grocery_pos,1
646123,332.44,M,grocery_pos,1
646131,20.17,F,gas_transport,1
646150,321.5,F,grocery_pos,1
646172,346.6,F,grocery_pos,1
646235,314.3,F,grocery_pos,1
646260,289.65,F,grocery_pos,1
646312,330.83,F,grocery_pos,1
646313,275.52,F,grocery_pos,1
646380,325.72,M,grocery_pos,1
646499,12.1,F,grocery_net,1
646696,19.78,F,gas_transport,1
647679,293.44,M,grocery_pos,1
647680,789.14,F,shopping_pos,1
647683,51.13,F,misc_pos,1
647714,912.83,F,shopping_pos,1
647725,421.19,M,entertainment,1
647734,790.45,F,misc_net,1
647740,830.56,F,shopping_pos,1
647749,980.39,F,shopping_net,1
647770,912.37,F,shopping_net,1
647791,300.08,M,grocery_pos,1
647801,736.56,F,misc_net,1
647819,910.65,M,shopping_net,1
647898,270.04,F,grocery_pos,1
647913,302.34,F,grocery_pos,1
647949,8.14,F,gas_transport,1
647955,18.69,F,gas_transport,1
648761,54.69,F,personal_care,1
649590,1010.96,F,shopping_net,1
649637,863.13,F,misc_net,1
650248,303.36,F,grocery_pos,1
651374,1083.3,M,shopping_pos,1
651413,983.04,F,shopping_net,1
651450,20.94,F,personal_care,1
651468,983.88,M,shopping_net,1
651484,259.1,F,grocery_pos,1
651842,310.69,F,grocery_pos,1
651844,330.82,M,grocery_pos,1
651885,294.03,M,grocery_pos,1
651940,7.65,M,gas_transport,1
652130,268.92,F,grocery_pos,1
652268,9.04,F,gas_transport,1
652592,10.31,F,gas_transport,1
652718,820.05,F,shopping_net,1
652742,804.06,F,misc_net,1
653461,719.88,F,misc_net,1
654070,800.94,F,misc_net,1
654076,328.72,F,grocery_pos,1
654078,816.01,F,shopping_pos,1
654126,857.18,F,misc_net,1
654175,1245.75,F,shopping_net,1
654215,1145.91,F,shopping_net,1
654230,1117.76,F,shopping_net,1
654273,790.69,M,misc_net,1
654281,1010.77,M,shopping_net,1
654344,272.23,F,grocery_pos,1
654382,839.8,F,misc_net,1
654420,299.49,F,grocery_pos,1
654438,11.19,F,gas_transport,1
654487,7.44,M,gas_transport,1
654499,12.16,M,gas_transport,1
654711,13.4,M,gas_transport,1
654827,323.89,F,grocery_pos,1
655974,705.84,F,shopping_pos,1
656511,935.64,F,shopping_net,1
656698,1256.8,F,shopping_pos,1
656738,457.21,F,entertainment,1
656979,780.05,F,misc_net,1
657175,859.74,M,misc_net,1
657186,19.74,F,kids_pets,1
657187,282.04,M,grocery_pos,1
657223,360.54,F,grocery_pos,1
657271,827.33,M,shopping_pos,1
657323,6.54,F,misc_pos,1
657387,343.55,M,grocery_pos,1
657389,1087.81,F,shopping_net,1
657391,49.51,F,personal_care,1
657392,352.69,F,grocery_pos,1
657411,50.87,F,personal_care,1
657501,1062.26,M,shopping_net,1
657952,331.98,F,grocery_pos,1
659382,19.17,F,personal_care,1
660450,20.85,F,kids_pets,1
660568,18.11,F,kids_pets,1
660640,310.3,M,grocery_pos,1
661074,10.49,M,grocery_net,1
661276,884.9,M,shopping_net,1
661907,663.66,M,misc_net,1
661968,888.98,M,misc_net,1
661972,9.94,M,misc_pos,1
661999,750.82,M,shopping_pos,1
662042,290.42,M,grocery_pos,1
662057,9.66,M,gas_transport,1
662070,329.4,M,grocery_pos,1
662075,276.35,M,grocery_pos,1
662098,287.62,M,grocery_pos,1
662250,10.16,M,grocery_net,1
663135,769.26,M,misc_net,1
663523,1030.92,M,shopping_net,1
663524,18.79,M,health_fitness,1
663556,779.13,M,misc_net,1
663558,18.31,M,personal_care,1
663584,7.1,M,misc_pos,1
663591,880.92,M,shopping_pos,1
663609,881.98,M,misc_net,1
663616,866.34,M,shopping_pos,1
663619,286.88,M,grocery_pos,1
663641,755.32,M,misc_net,1
663642,834.38,M,shopping_pos,1
663661,275.6,M,grocery_pos,1
663670,1067.49,M,shopping_net,1
663718,289.34,F,grocery_pos,1
663774,274.06,F,grocery_pos,1
664909,1022.19,M,shopping_net,1
665182,934.76,M,shopping_net,1
665429,19.91,M,personal_care,1
665449,293.47,M,grocery_pos,1
665452,883.82,F,shopping_net,1
665465,1066.31,M,shopping_net,1
665484,274.37,M,grocery_pos,1
665490,1008.74,M,shopping_net,1
665505,1134.52,F,shopping_net,1
665514,303.88,M,grocery_pos,1
665544,1007.13,M,shopping_net,1
665562,667.88,M,shopping_pos,1
665563,233.89,F,home,1
665606,511.02,F,entertainment,1
665645,729.18,F,misc_net,1
665741,738.27,F,misc_net,1
665753,9.69,M,gas_transport,1
665800,932.65,F,misc_net,1
666224,380.28,M,grocery_pos,1
666851,1009.3,F,shopping_net,1
667341,1041.65,M,shopping_net,1
667345,683.67,M,misc_net,1
667367,922.35,F,shopping_pos,1
667383,641.34,M,entertainment,1
667423,818.0,F,shopping_pos,1
667428,899.05,F,shopping_net,1
667434,916.58,F,shopping_pos,1
667438,702.73,F,misc_net,1
667494,595.07,M,entertainment,1
667648,347.42,M,grocery_pos,1
667778,13.62,M,gas_transport,1
667884,821.32,M,misc_net,1
667978,291.43,M,grocery_pos,1
669357,8.38,M,misc_pos,1
669880,837.95,M,misc_net,1
669935,905.52,M,shopping_net,1
669939,969.7,M,shopping_net,1
669963,868.23,M,misc_net,1
669972,768.28,M,shopping_pos,1
670016,863.8,M,shopping_net,1
670028,1120.12,M,shopping_net,1
670030,988.45,M,shopping_net,1
670040,783.22,M,misc_net,1
670054,4.38,M,kids_pets,1
670086,939.7,M,shopping_net,1
670122,9.14,M,misc_pos,1
670123,938.13,M,shopping_net,1
670131,759.4,M,misc_net,1
670151,713.97,M,misc_net,1
670176,1083.88,M,shopping_net,1
670183,946.05,M,shopping_net,1
670184,891.69,M,misc_net,1
670259,982.64,F,shopping_net,1
670325,326.65,F,grocery_pos,1
670392,332.09,M,grocery_pos,1
670437,292.85,M,grocery_pos,1
670483,334.59,M,grocery_pos,1
670559,358.98,F,grocery_pos,1
670570,935.95,F,shopping_net,1
670590,318.49,M,grocery_pos,1
670701,20.02,M,gas_transport,1
671146,8.01,M,gas_transport,1
671519,22.72,F,kids_pets,1
671707,20.66,F,personal_care,1
672004,19.02,F,kids_pets,1
672381,859.08,M,misc_net,1
672441,290.71,M,grocery_pos,1
672864,919.3,M,shopping_net,1
673024,864.7,M,shopping_pos,1
673054,736.16,M,misc_net,1
673100,809.39,M,shopping_pos,1
673193,222.37,F,home,1
673199,948.78,M,shopping_pos,1
673229,1116.53,M,shopping_net,1
673232,1055.09,M,shopping_net,1
673237,866.65,M,misc_net,1
673246,1051.21,M,shopping_net,1
673257,765.25,F,shopping_pos,1
673333,259.53,F,home,1
673343,830.76,M,shopping_pos,1
673350,942.33,M,shopping_net,1
673355,51.88,M,personal_care,1
673418,289.18,M,grocery_pos,1
673428,12.26,M,gas_transport,1
673506,308.39,M,grocery_pos,1
673613,9.4,M,gas_transport,1
673685,354.47,F,grocery_pos,1
673693,324.45,F,grocery_pos,1
673725,308.58,F,grocery_pos,1
673726,1036.63,F,misc_pos,1
673742,11.68,M,gas_transport,1
674642,7.92,M,misc_pos,1
675266,971.83,M,shopping_pos,1
675758,1044.27,M,shopping_pos,1
676208,860.18,M,shopping_net,1
676226,115.5,F,food_dining,1
676229,795.57,F,misc_net,1
676261,691.48,M,misc_net,1
676286,906.52,M,shopping_pos,1
676292,735.1,M,misc_net,1
676294,1090.93,M,shopping_net,1
676308,379.42,M,entertainment,1
676311,909.98,F,shopping_net,1
676315,1234.32,M,shopping_net,1
676318,903.44,M,shopping_net,1
676326,980.82,M,shopping_net,1
676337,8.56,M,travel,1
676361,18.96,M,health_fitness,1
677828,1045.92,M,shopping_net,1
679767,11.28,F,gas_transport,1
679770,303.93,M,grocery_pos,1
679776,12.68,F,grocery_net,1
679822,11.07,M,gas_transport,1
679833,930.15,M,misc_net,1
679880,327.89,M,grocery_pos,1
679976,291.48,F,grocery_pos,1
681296,788.87,M,shopping_pos,1
681329,1124.04,M,shopping_net,1
681331,720.89,M,misc_net,1
681351,771.69,F,misc_net,1
681355,940.99,F,shopping_net,1
681357,1.51,M,travel,1
681363,1049.12,M,shopping_net,1
681432,988.32,F,shopping_net,1
681436,111.46,F,food_dining,1
681437,18.05,F,health_fitness,1
681439,675.57,M,misc_net,1
681469,941.53,F,shopping_pos,1
681484,713.93,M,shopping_pos,1
681554,328.78,F,grocery_pos,1
681581,305.65,M,grocery_pos,1
681633,796.19,F,misc_pos,1
681647,778.91,M,misc_net,1
681655,290.46,M,grocery_pos,1
681697,7.04,M,gas_transport,1
681718,10.35,F,gas_transport,1
682342,769.12,M,shopping_pos,1
682392,957.91,M,shopping_net,1
682759,848.19,F,misc_net,1
682934,1015.53,F,shopping_pos,1
682937,20.17,M,kids_pets,1
682957,900.15,F,shopping_pos,1
683213,225.88,F,home,1
683216,502.25,F,entertainment,1
683238,17.84,F,kids_pets,1
683244,1128.1,M,shopping_net,1
683247,805.02,M,shopping_net,1
683275,922.26,F,misc_net,1
683280,736.59,F,shopping_pos,1
683294,864.75,M,misc_net,1
683298,1123.9,M,shopping_net,1
683310,918.05,M,shopping_net,1
683312,1096.36,M,shopping_net,1
683316,1160.14,M,shopping_net,1
683344,1096.53,M,shopping_net,1
683351,266.05,F,home,1
683413,294.0,M,grocery_pos,1
683471,9.98,M,gas_transport,1
683474,331.77,M,grocery_pos,1
683510,317.22,F,grocery_pos,1
683557,374.17,F,grocery_pos,1
683569,269.34,M,grocery_pos,1
683599,376.03,F,grocery_pos,1
683679,711.63,M,misc_net,1
684300,323.67,M,grocery_pos,1
685754,11.08,M,travel,1
685757,907.08,M,shopping_net,1
